record_id,redcap_survey_identifier,formulrio_controle_de_temperatura_timestamp,selecao,ambiente,tipo_equipamento,temperatura_atual,temperatura_maxima,temperatura_minima,umidade,numero_patrimonio,temperatura_atual_equipamento,temperatura_maxima_equipamento,temperatura_m_nima_equipamento,responsavel,temperatura_ambiente_miseq,temperatura_chiller_miseq,data,par_joindate,par_joindate_utc,par_timezone,par_code,formulrio_controle_de_temperatura_complete
658,,,2,,4,,,,,10006,,,,"Tiago Henrique",20.0,4.85,2025-04-23,,,,,2
659,,,2,,1,,,,,5086," -29.6"," -21.6"," -31.0","Tiago Henrique",,,2025-04-23,,,,,2
660,,,2,,2,,,,,5170," -76",,,"Tiago Henrique",,,2025-04-23,,,,,2
661,,,2,,3,,,,,5257,5,5,2,"Tiago Henrique",,,2025-04-23,,,,,2
662,,,1,1,,20.0,19.1,21.5,67,,,,,"Tiago Henrique",,,2025-04-24,,,,,2
663,,,2,,4,,,,,10006,,,,"Tiago Henrique",20.55,5.21,2025-04-24,,,,,2
664,,,2,,1,,,,,5086," -28.0"," -21.6"," -31.1","Tiago Henrique",,,2025-04-24,,,,,2
665,,,2,,2,,,,,5170," -77",,,"Tiago Henrique",,,2025-04-24,,,,,2
666,,,2,,3,,,,,5257,4,7,3,"Tiago Henrique",,,2025-04-24,,,,,2
667,,,1,1,,20.0,22.3,19.1,67,,,,,"Tiago Henrique",,,2025-04-25,,,,,2
668,,,2,,4,,,,,10006,,,,"Tiago Henrique",20.69,5.26,2025-04-25,,,,,2
669,,,2,,1,,,,,5086," -24.3"," -21.6"," -30.9","Tiago Henrique",,,2025-04-25,,,,,2
670,,"2025-04-25 07:47:49",2,,2,,,,,5170," -77",,,"Tiago Henrique",,,2025-04-25,,,,,2
671,,"2025-04-25 07:48:20",2,,3,,,,,5257,4,6,3,"Tiago Henrique",,,2025-04-25,,,,,2
672,,,1,1,,19.9,22.3,19.1,76,,,,,"Tiago Henrique",,,2025-04-28,,,,,2
673,,,2,,4,,,,,10006,,,,"Tiago Henrique",21.53,5.30,2025-04-28,,,,,2
674,,,2,,1,,,,,5086," -27.6"," -21.6"," -31.1","Tiago Henrique",,,2025-04-28,,,,,2
675,,,2,,2,,,,,5170," -77",,,"Tiago Henrique",,,2025-04-28,,,,,2
676,,,2,,3,,,,,5257,5,7,2,"Tiago Henrique",,,2025-04-28,,,,,2
677,,,1,1,,19.4,22.3,19.1,75,,,,,"Tiago Henrique",,,2025-04-29,,,,,2
678,,,2,,4,,,,,10006,,,,"Tiago Henrique",19.93,4.9,2025-04-29,,,,,2
679,,,2,,1,,,,,5086," -28.8"," -21.5"," -31.1","Tiago Henrique",,,2025-04-29,,,,,2
680,,,2,,2,,,,,5170," -77",,,"Tiago Henrique",,,2025-04-29,,,,,2
681,,,2,,3,,,,,5257,2,6,2,"Tiago Henrique",,,2025-04-29,,,,,2
682,,,2,,4,,,,,10006,,,,"Tiago Henrique",19.25,4.87,2025-05-05,,,,,2
683,,,2,,2,,,,,5170," -78",,,"Tiago Henrique",,,2025-05-05,,,,,2
684,,,2,,3,,,,,5257,4,6,3,"Tiago Henrique",,,2025-05-05,,,,,2
685,,,2,,1,,,,,5086," -26.9"," -21.5"," -31.0","Tiago Henrique",,,2025-05-05,,,,,2
686,,,1,1,,18.6,20.9,18.1,68,,,,,"Tiago Henrique",,,2025-05-05,,,,,2
687,,,1,1,,18.9,20.9,17.6,68,,,,,"Tiago Henrique",,,2025-05-06,,,,,2
688,,,2,,4,,,,,10006,,,,"Tiago Henrique",19.52,4.70,2025-05-06,,,,,2
689,,,2,,1,,,,,5086," -22.2"," -22.5"," -30.8","Tiago Henrique",,,2025-05-06,,,,,2
690,,,2,,2,,,,,5170," -77",,,"Tiago Henrique",,,2025-05-06,,,,,2
691,,,2,,3,,,,,5257,4,7,3,"Tiago Henrique",,,2025-05-06,,,,,2
692,,,1,1,,19.1,20.5,18.9,67,,,,,"Tiago Henrique",,,2025-05-07,,,,,2
693,,,2,,1,,,,,5086," -30.2"," -21.6"," -30.8","Tiago Henrique",,,2025-05-07,,,,,2
694,,,2,,2,,,,,5170," -76",,,"Tiago Henrique",,,2025-05-07,,,,,2
695,,,2,,3,,,,,5257,4,6,4,"Tiago Henrique",,,2025-05-07,,,,,2
